filename,width,height,label,xmin,ymin,xmax,ymax
1579928067_250120120154270000005e2bca03bf464.jpg,983,639,bad,670,125,695,149
1579928067_250120120154270000005e2bca03bf464.jpg,983,639,good,781,84,809,123
1579928067_250120120154270000005e2bca03bf464.jpg,983,639,good,867,98,904,142
phpM5suKS.jpg,800,728,good,1,40,162,272
phpM5suKS.jpg,800,728,bad,136,190,248,314
phpM5suKS.jpg,800,728,bad,232,207,280,287
phpM5suKS.jpg,800,728,good,302,178,494,410
phpM5suKS.jpg,800,728,bad,650,154,794,311
phpM5suKS.jpg,800,728,good,485,239,566,357
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,276,137,334,201
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,452,177,489,215
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,bad,496,158,537,199
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,bad,523,227,564,257
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,none,581,171,621,220
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,716,158,742,192
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,753,215,790,265
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,875,206,919,265
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,bad,964,168,1019,230
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,1066,201,1124,268
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,bad,390,226,421,255
US-expands-coronavirus-screenings-United-suspends-some-flights-to-China.jpg,975,650,bad,284,116,406,237
US-expands-coronavirus-screenings-United-suspends-some-flights-to-China.jpg,975,650,good,500,117,658,263
a-asian-man-wear-hygienic-mask-for-protect-pm25-dust-on-white-background-RWW8BW.jpg,1300,868,good,593,326,877,601
16583398_1901481846754323_9052270693084823552_n.jpg,1080,1080,good,118,237,433,554
16583398_1901481846754323_9052270693084823552_n.jpg,1080,1080,good,649,703,984,1052
nqn000p326n081sq0np.jpg,640,960,bad,1,594,36,655
nqn000p326n081sq0np.jpg,640,960,bad,28,575,86,645
nqn000p326n081sq0np.jpg,640,960,bad,158,480,257,595
nqn000p326n081sq0np.jpg,640,960,bad,518,651,616,762
Getty_Beijing-Air-Pollution_web.jpg,1500,992,none,76,147,244,325
Getty_Beijing-Air-Pollution_web.jpg,1500,992,bad,304,77,404,160
Getty_Beijing-Air-Pollution_web.jpg,1500,992,good,499,162,566,250
Getty_Beijing-Air-Pollution_web.jpg,1500,992,good,559,280,681,405
Getty_Beijing-Air-Pollution_web.jpg,1500,992,good,229,592,541,895
Getty_Beijing-Air-Pollution_web.jpg,1500,992,good,694,530,986,832
Getty_Beijing-Air-Pollution_web.jpg,1500,992,good,856,315,1001,477
Getty_Beijing-Air-Pollution_web.jpg,1500,992,good,696,192,801,305
Getty_Beijing-Air-Pollution_web.jpg,1500,992,bad,1184,175,1309,302
Getty_Beijing-Air-Pollution_web.jpg,1500,992,good,1351,85,1486,195
Getty_Beijing-Air-Pollution_web.jpg,1500,992,good,1374,215,1496,357
Getty_Beijing-Air-Pollution_web.jpg,1500,992,good,1099,460,1269,642
1288126-10255706714jpg.jpg,960,639,good,309,230,419,371
1288126-10255706714jpg.jpg,960,639,good,527,295,624,404
20200123001073.jpg,900,600,good,308,176,395,259
20200123001073.jpg,900,600,good,487,156,573,240
p410009sn4po8p82746.jpg,600,900,good,168,101,238,186
p410009sn4po8p82746.jpg,600,900,good,251,87,313,151
p410009sn4po8p82746.jpg,600,900,good,413,110,478,180
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,none,52,191,203,346
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,402,307,530,459
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,539,401,618,516
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,648,412,784,551
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,832,375,928,498
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,671,178,741,266
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,743,159,812,232
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,527,128,575,194
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,575,92,630,151
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,478,175,549,233
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,623,27,666,69
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,716,14,757,51
oms-declara-emergencia-internacional-ante-nuevo-coronavirus.jpg,1080,609,good,557,19,596,58
5e305d2724306a4b381e8ea3.jpeg,1100,825,good,56,33,281,313
5e305d2724306a4b381e8ea3.jpeg,1100,825,good,515,275,777,560
5e305d2724306a4b381e8ea3.jpeg,1100,825,none,817,3,1094,250
msgsgsg.jpg,1200,600,good,393,165,749,523
-I1-MS09uaqsLdGTFkgnS0Rcg1mmPyAj95ySg_eckoM.jpeg,1920,1277,good,390,206,588,397
-I1-MS09uaqsLdGTFkgnS0Rcg1mmPyAj95ySg_eckoM.jpeg,1920,1277,good,1012,127,1169,333
skynews-coronavirus-london-fashion-week_4920359.jpg,2048,1152,good,444,599,696,873
skynews-coronavirus-london-fashion-week_4920359.jpg,2048,1152,good,840,483,1094,755
skynews-coronavirus-london-fashion-week_4920359.jpg,2048,1152,good,1435,427,1691,691
Coronavirus-China-Twelve-Peruvian-people-are-good-in-the.jpg,980,528,good,687,95,784,205
Coronavirus-China-Twelve-Peruvian-people-are-good-in-the.jpg,980,528,good,560,83,644,168
Coronavirus-China-Twelve-Peruvian-people-are-good-in-the.jpg,980,528,good,472,145,565,245
Coronavirus-China-Twelve-Peruvian-people-are-good-in-the.jpg,980,528,good,240,120,365,240
20200131-coronavirus-quiapo-manila-jc-1674.jpg,950,633,good,836,39,902,119
20200131-coronavirus-quiapo-manila-jc-1674.jpg,950,633,good,496,93,562,160
20200131-coronavirus-quiapo-manila-jc-1674.jpg,950,633,good,38,170,95,228
20200131-coronavirus-quiapo-manila-jc-1674.jpg,950,633,good,247,143,304,203
20200131-coronavirus-quiapo-manila-jc-1674.jpg,950,633,good,222,274,279,360
20200131-coronavirus-quiapo-manila-jc-1674.jpg,950,633,bad,678,122,731,180
20200131-coronavirus-quiapo-manila-jc-1674.jpg,950,633,bad,274,259,338,327
772917ab9c7cd5d6b918f00f0d62fcda1514802182.jpg,690,1038,good,300,118,445,280
772917ab9c7cd5d6b918f00f0d62fcda1514802182.jpg,690,1038,good,18,313,80,380
coronavirus-contagios-china.jpeg,1120,581,good,191,239,285,331
coronavirus-contagios-china.jpeg,1120,581,good,476,237,579,341
coronavirus-contagios-china.jpeg,1120,581,good,697,92,801,194
coronavirus-contagios-china.jpeg,1120,581,bad,293,191,351,254
coronavirus-contagios-china.jpeg,1120,581,bad,595,219,635,269
coronavirus-contagios-china.jpeg,1120,581,bad,987,219,1014,262
20200123123851-6c35b988.jpg,1060,596,good,404,139,519,283
20200123123851-6c35b988.jpg,1060,596,bad,519,93,631,212
20200123123851-6c35b988.jpg,1060,596,bad,41,391,109,527
20200123123851-6c35b988.jpg,1060,596,bad,68,112,157,235
20200123123851-6c35b988.jpg,1060,596,bad,858,191,933,295
20200123123851-6c35b988.jpg,1060,596,bad,936,173,1058,286
20200126042209655.jpg,1000,562,good,364,107,434,179
20200126042209655.jpg,1000,562,good,511,192,569,253
20200126042209655.jpg,1000,562,good,224,439,355,562
20200126042209655.jpg,1000,562,good,477,488,598,562
20200126042209655.jpg,1000,562,good,811,84,869,144
20200126042209655.jpg,1000,562,good,614,58,677,115
20200126042209655.jpg,1000,562,good,695,53,755,126
20200126042209655.jpg,1000,562,good,482,107,545,179
20200126042209655.jpg,1000,562,good,516,5,542,49
20200126042209655.jpg,1000,562,good,387,26,432,73
20200126042209655.jpg,1000,562,good,256,1,286,37
20200126042209655.jpg,1000,562,good,137,28,182,71
20200126042209655.jpg,1000,562,good,27,50,76,89
20200126042209655.jpg,1000,562,good,190,13,222,49
20200126042209655.jpg,1000,562,good,768,1,809,45
20200126042209655.jpg,1000,562,bad,211,47,248,91
20170804_20170804-150134.jpg,800,600,good,276,131,342,197
20170804_20170804-150134.jpg,800,600,good,533,118,598,172
20170804_20170804-150134.jpg,800,600,good,643,152,683,199
20170804_20170804-150134.jpg,800,600,good,703,123,760,188
20170804_20170804-150134.jpg,800,600,good,754,166,788,203
1539151332674193npsrq70.jpg,640,960,good,235,109,310,190
bangkok-thailand-9th-feb-2018-people-wear-face-masks-to-protect-themselves-M34T39.jpg,1300,955,good,155,303,232,376
bangkok-thailand-9th-feb-2018-people-wear-face-masks-to-protect-themselves-M34T39.jpg,1300,955,none,1074,248,1155,342
a-lady-wears-a-mask-while-visiting-tiananmen-square-in-beijing-february-DWC228.jpg,1300,957,good,464,233,882,645
chinese-girl-with-face-mask-yinchuan-ningxia-china-J61449.jpg,866,1390,good,500,234,659,380
chinese-girl-with-face-mask-yinchuan-ningxia-china-J61449.jpg,866,1390,bad,166,312,313,461
fog-fog_8ea8ebba-c483-11e7-a37e-1053cac6ca52.jpg,960,540,bad,212,62,271,134
fog-fog_8ea8ebba-c483-11e7-a37e-1053cac6ca52.jpg,960,540,none,415,81,494,156
fog-fog_8ea8ebba-c483-11e7-a37e-1053cac6ca52.jpg,960,540,bad,235,229,329,303
fog-fog_8ea8ebba-c483-11e7-a37e-1053cac6ca52.jpg,960,540,none,377,219,467,329
fog-fog_8ea8ebba-c483-11e7-a37e-1053cac6ca52.jpg,960,540,bad,520,246,604,338
fog-fog_8ea8ebba-c483-11e7-a37e-1053cac6ca52.jpg,960,540,bad,840,252,906,333
fog-fog_8ea8ebba-c483-11e7-a37e-1053cac6ca52.jpg,960,540,good,505,383,565,481
cba5afe7-67d8-48a4-ad60-d1d21948c393_size190_w1024_h795.jpg,1024,795,good,246,163,306,227
cba5afe7-67d8-48a4-ad60-d1d21948c393_size190_w1024_h795.jpg,1024,795,good,416,191,472,242
cba5afe7-67d8-48a4-ad60-d1d21948c393_size190_w1024_h795.jpg,1024,795,good,529,178,585,244
cba5afe7-67d8-48a4-ad60-d1d21948c393_size190_w1024_h795.jpg,1024,795,good,631,186,682,245
cba5afe7-67d8-48a4-ad60-d1d21948c393_size190_w1024_h795.jpg,1024,795,bad,909,376,925,398
cba5afe7-67d8-48a4-ad60-d1d21948c393_size190_w1024_h795.jpg,1024,795,bad,967,345,982,368
banale_mask6.jpg,650,434,good,247,103,462,336
hbghxdx.jpg,1200,600,good,35,139,119,217
hbghxdx.jpg,1200,600,good,131,153,197,225
hbghxdx.jpg,1200,600,good,239,125,297,189
hbghxdx.jpg,1200,600,bad,457,115,537,193
hbghxdx.jpg,1200,600,bad,607,105,675,177
hbghxdx.jpg,1200,600,good,767,133,813,187
hbghxdx.jpg,1200,600,good,875,173,933,229
hbghxdx.jpg,1200,600,good,979,191,1037,249
hbghxdx.jpg,1200,600,good,1083,111,1157,191
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,54,397,87,438
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,154,366,173,393
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,184,421,221,456
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,293,323,345,386
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,431,390,471,447
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,597,371,630,409
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,638,367,657,386
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,bad,681,368,696,386
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,756,399,792,434
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,none,907,344,952,400
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,803,362,820,380
20pcs-Fashion-Mouth-Mask-Activated-Carbon-Cotton-Mask-Windproof-Anti-Dust-Men-and-woman-Mask-Health.jpg,784,784,good,68,206,317,479
20pcs-Fashion-Mouth-Mask-Activated-Carbon-Cotton-Mask-Windproof-Anti-Dust-Men-and-woman-Mask-Health.jpg,784,784,good,485,264,706,496
virus_protection123.jpg,800,600,good,48,158,111,214
virus_protection123.jpg,800,600,good,184,87,250,157
virus_protection123.jpg,800,600,good,331,129,405,200
virus_protection123.jpg,800,600,good,568,77,686,195
Face-Mask-vs-Surgical-Mask.jpg,1000,598,good,66,113,307,383
Face-Mask-vs-Surgical-Mask.jpg,1000,598,good,361,246,572,475
Face-Mask-vs-Surgical-Mask.jpg,1000,598,good,686,203,904,433
DSC_9492.jpg,600,399,good,154,51,423,391
CHINE-LYCEE-FRANCAIS-PEKIN.jpg,1024,704,good,156,297,426,568
CHINE-LYCEE-FRANCAIS-PEKIN.jpg,1024,704,good,446,325,660,547
CHINE-LYCEE-FRANCAIS-PEKIN.jpg,1024,704,good,660,228,863,460
https___cdn.cnn.com_cnnnext_dam_assets_200201102936-wuhan-virus-0131-beijing-masks.jpg,1200,675,good,469,116,589,246
https___cdn.cnn.com_cnnnext_dam_assets_200201102936-wuhan-virus-0131-beijing-masks.jpg,1200,675,good,831,70,915,168
0_10725.jpg,620,434,good,158,149,216,209
0_10725.jpg,620,434,bad,98,234,170,311
0_10725.jpg,620,434,bad,388,136,437,191
0_10725.jpg,620,434,good,458,237,519,301
4dbab3160b74425bbcccbfb544c4bd2f.jpeg,1080,1620,good,561,378,799,593
4dbab3160b74425bbcccbfb544c4bd2f.jpeg,1080,1620,bad,371,347,531,506
2020_01_30_85529_1580351638._large.jpg,1024,682,good,283,271,373,420
2020_01_30_85529_1580351638._large.jpg,1024,682,good,495,294,573,420
2020_01_30_85529_1580351638._large.jpg,1024,682,good,54,307,126,412
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,69,141,183,273
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,339,129,442,257
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,590,129,705,261
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,63,474,183,606
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,330,481,448,624
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,594,481,712,609
46db30ff1d5a845cbe4e481ccc2626cd-149819.jpg,755,425,good,404,102,548,248
b83abacd915ca1914599d05b4d62592a.jpg,1380,778,good,281,214,352,298
b83abacd915ca1914599d05b4d62592a.jpg,1380,778,good,665,103,741,190
b83abacd915ca1914599d05b4d62592a.jpg,1380,778,good,687,312,803,438
c1_1844849.jpg,1500,999,good,62,388,206,513
c1_1844849.jpg,1500,999,good,193,291,320,415
c1_1844849.jpg,1500,999,none,269,210,376,349
c1_1844849.jpg,1500,999,good,532,273,664,403
c1_1844849.jpg,1500,999,good,676,208,786,337
c1_1844849.jpg,1500,999,good,898,252,991,359
c1_1844849.jpg,1500,999,good,1001,232,1118,364
c1_1844849.jpg,1500,999,good,1246,127,1312,227
c1_1844849.jpg,1500,999,good,1415,144,1486,232
c1_1844849.jpg,1500,999,none,745,889,862,999
stsciRq.png,828,1717,good,249,614,535,914
stsciRq.png,828,1717,good,350,1415,503,1571
15391513321824spp815on8.jpg,640,960,bad,19,352,135,475
15391513321824spp815on8.jpg,640,960,good,244,215,419,372
15391513321824spp815on8.jpg,640,960,bad,506,305,640,558
20200128001360.jpg,900,675,good,663,168,750,257
20200128001360.jpg,900,675,good,445,204,500,259
20200128001360.jpg,900,675,good,506,146,558,201
20200128001360.jpg,900,675,good,267,191,335,257
gettyimages-1203216106-1800.jpg,1800,1200,good,522,328,610,443
gettyimages-1203216106-1800.jpg,1800,1200,good,871,104,1010,277
gettyimages-1203216106-1800.jpg,1800,1200,good,1128,334,1201,419
22d58fb1b9fff9d408d36a2c2313b217.jpg,800,595,good,162,149,242,237
22d58fb1b9fff9d408d36a2c2313b217.jpg,800,595,good,340,132,410,215
22d58fb1b9fff9d408d36a2c2313b217.jpg,800,595,good,539,69,633,165
22d58fb1b9fff9d408d36a2c2313b217.jpg,800,595,good,441,170,459,194
22d58fb1b9fff9d408d36a2c2313b217.jpg,800,595,good,522,160,541,181
22d58fb1b9fff9d408d36a2c2313b217.jpg,800,595,none,135,195,164,229
22d58fb1b9fff9d408d36a2c2313b217.jpg,800,595,bad,649,164,669,190
22d58fb1b9fff9d408d36a2c2313b217.jpg,800,595,bad,716,165,736,187
20181122131659984_500.jpg,500,500,good,79,79,272,269
pic_list_out_2285.jpg,800,800,good,379,199,534,372
pic_list_out_2285.jpg,800,800,good,634,395,782,548
B9722571616Z.1_20200213123830_000+GH5FG2SJ5.2-0.jpg,1004,669,good,495,340,595,441
B9722571616Z.1_20200213123830_000+GH5FG2SJ5.2-0.jpg,1004,669,good,21,286,41,309
B9722571616Z.1_20200213123830_000+GH5FG2SJ5.2-0.jpg,1004,669,good,123,309,132,331
B9722571616Z.1_20200213123830_000+GH5FG2SJ5.2-0.jpg,1004,669,good,233,305,246,325
B9722571616Z.1_20200213123830_000+GH5FG2SJ5.2-0.jpg,1004,669,good,261,296,283,318
